2024-01-24 20:06:38 ERROR - failed to create the pid file
2024-01-24 20:06:38 INFO - [clash]: level=info msg="Start initial compatible provider 自动选择(已剔除IPLC)"
2024-01-24 20:18:42 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:36770 --> profile.accounts.firefox.com:443 using GLOBAL"
2024-01-24 20:18:44 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:36784 --> github.com:443 using GLOBAL"
2024-01-24 20:18:44 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:36800 --> ocsp.digicert.com:80 using GLOBAL"
2024-01-24 20:18:46 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:36808 --> incoming.telemetry.mozilla.org:443 using GLOBAL"
2024-01-24 20:18:46 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:36830 --> avatars.githubusercontent.com:443 using GLOBAL"
2024-01-24 20:18:46 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:36846 --> avatars.githubusercontent.com:443 using GLOBAL"
2024-01-24 20:18:47 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:36860 --> collector.github.com:443 using GLOBAL"
2024-01-24 20:18:47 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:36880 --> 140.82.114.26:443 using GLOBAL"
2024-01-24 20:18:47 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:36886 --> collector.github.com:443 using GLOBAL"
2024-01-24 20:18:47 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:36896 --> api.github.com:443 using GLOBAL"
2024-01-24 20:18:47 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:36910 --> collector.github.com:443 using GLOBAL"
2024-01-24 20:18:48 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:36920 --> ocsp.digicert.com:80 using GLOBAL"
2024-01-24 20:18:48 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:36922 --> ocsp.digicert.com:80 using GLOBAL"
2024-01-24 20:18:48 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:36924 --> ocsp.digicert.com:80 using GLOBAL"
2024-01-24 20:18:48 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:36936 --> ocsp.digicert.com:80 using GLOBAL"
2024-01-24 20:18:48 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:36872 --> github.githubassets.com:443 using GLOBAL"
2024-01-24 20:18:51 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:36946 --> codeload.github.com:443 using GLOBAL"
2024-01-24 20:18:59 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:51138 --> play.google.com:443 using GLOBAL"
2024-01-24 20:19:00 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:51152 --> sofire.baidu.com:443 using GLOBAL"
2024-01-24 20:19:02 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:51160 --> wappass.baidu.com:443 using GLOBAL"
2024-01-24 20:19:02 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:51156 --> ppui-static-pc.cdn.bcebos.com:443 using GLOBAL"
2024-01-24 20:19:04 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:51170 --> yiyan.baidu.com:443 using GLOBAL"
2024-01-24 20:19:04 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:51166 --> yiyan.baidu.com:443 using GLOBAL"
2024-01-24 20:19:04 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:35978 --> ppui-static-pc.cdn.bcebos.com:443 using GLOBAL"
2024-01-24 20:19:05 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:35984 --> yiyan.baidu.com:443 using GLOBAL"
2024-01-24 20:19:05 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:35992 --> yiyan.baidu.com:443 using GLOBAL"
2024-01-24 20:19:06 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:36004 --> passport.baidu.com:443 using GLOBAL"
2024-01-24 20:19:06 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:36018 --> passport.baidu.com:443 using GLOBAL"
2024-01-24 20:19:06 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:36040 --> passport.baidu.com:443 using GLOBAL"
2024-01-24 20:19:06 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:36056 --> passport.baidu.com:443 using GLOBAL"
2024-01-24 20:19:06 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:36026 --> passport.baidu.com:443 using GLOBAL"
2024-01-24 20:19:06 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:36064 --> passport.baidu.com:443 using GLOBAL"
2024-01-24 20:19:08 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:36074 --> fclog.baidu.com:443 using GLOBAL"
2024-01-24 20:19:08 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:36080 --> fclog.baidu.com:443 using GLOBAL"
2024-01-24 20:19:09 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:36084 --> hm.baidu.com:443 using GLOBAL"
2024-01-24 20:19:09 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:36110 --> nlp-eb.cdn.bcebos.com:443 using GLOBAL"
2024-01-24 20:19:09 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:36126 --> xlab.baidu.com:443 using GLOBAL"
2024-01-24 20:19:09 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:36130 --> nlp-eb.cdn.bcebos.com:443 using GLOBAL"
2024-01-24 20:19:09 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:36138 --> nlp-eb.cdn.bcebos.com:443 using GLOBAL"
2024-01-24 20:19:17 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:48630 --> safe.cdn.bcebos.com:443 using GLOBAL"
2024-01-24 20:19:17 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:48618 --> dlswbr.baidu.com:443 using GLOBAL"
2024-01-24 20:19:17 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:48622 --> dlswbr.baidu.com:443 using GLOBAL"
2024-01-24 20:19:17 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:48640 --> passport.baidu.com:443 using GLOBAL"
2024-01-24 20:19:17 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:48648 --> www.google.com:443 using GLOBAL"
2024-01-24 20:19:17 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:48668 --> yiyan.baidu.com:443 using GLOBAL"
2024-01-24 20:19:17 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:48652 --> yiyan.baidu.com:443 using GLOBAL"
2024-01-24 20:19:17 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:48684 --> hm.baidu.com:443 using GLOBAL"
2024-01-24 20:19:18 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:48694 --> miao.baidu.com:443 using GLOBAL"
2024-01-24 20:19:20 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:48698 --> fclog.baidu.com:443 using GLOBAL"
2024-01-24 20:19:20 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:48712 --> fclog.baidu.com:443 using GLOBAL"
2024-01-24 20:19:20 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:48728 --> eb118-file.cdn.bcebos.com:80 using GLOBAL"
2024-01-24 20:19:20 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:48730 --> eb118-file.cdn.bcebos.com:80 using GLOBAL"
2024-01-24 20:19:20 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:48738 --> eb118-file.cdn.bcebos.com:80 using GLOBAL"
2024-01-24 20:19:20 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:48740 --> eb118-file.cdn.bcebos.com:80 using GLOBAL"
2024-01-24 20:19:20 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:48752 --> eb118-file.cdn.bcebos.com:80 using GLOBAL"
2024-01-24 20:19:20 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:48768 --> eb118-file.cdn.bcebos.com:80 using GLOBAL"
2024-01-24 20:19:20 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:48770 --> hm.baidu.com:443 using GLOBAL"
2024-01-24 20:19:20 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:48778 --> hm.baidu.com:443 using GLOBAL"
2024-01-24 20:19:20 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:48782 --> hm.baidu.com:443 using GLOBAL"
2024-01-24 20:19:20 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:48788 --> hm.baidu.com:443 using GLOBAL"
2024-01-24 20:19:21 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:48794 --> baidu.com:443 using GLOBAL"
2024-01-24 20:19:23 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:34830 --> www.baidu.com:443 using GLOBAL"
2024-01-24 20:19:24 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:34836 --> sfp.safe.baidu.com:443 using GLOBAL"
2024-01-24 20:19:26 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:34846 --> wappass.baidu.com:443 using GLOBAL"
2024-01-24 20:19:27 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:34886 --> hectorstatic.baidu.com:443 using GLOBAL"
2024-01-24 20:19:27 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:34890 --> sp1.baidu.com:443 using GLOBAL"
2024-01-24 20:19:27 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:34896 --> sp1.baidu.com:443 using GLOBAL"
2024-01-24 20:19:27 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:34900 --> sp2.baidu.com:443 using GLOBAL"
2024-01-24 20:19:29 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:34884 --> pss.bdstatic.com:443 using GLOBAL"
2024-01-24 20:19:30 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:34924 --> sp3.baidu.com:443 using GLOBAL"
2024-01-24 20:19:35 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:34664 --> wappass.baidu.com:443 using GLOBAL"
2024-01-24 20:19:35 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:34670 --> pss.bdstatic.com:443 using GLOBAL"
2024-01-24 20:19:37 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:34706 --> passport.baidu.com:443 using GLOBAL"
2024-01-24 20:19:37 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:34686 --> passport.baidu.com:443 using GLOBAL"
2024-01-24 20:19:37 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:34700 --> wappass.baidu.com:443 using GLOBAL"
2024-01-24 20:19:37 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:34692 --> passport.baidu.com:443 using GLOBAL"
2024-01-24 20:19:37 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:34712 --> passport.baidu.com:443 using GLOBAL"
2024-01-24 20:19:37 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:34744 --> nsclick.baidu.com:443 using GLOBAL"
2024-01-24 20:19:37 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:34752 --> nsclick.baidu.com:443 using GLOBAL"
2024-01-24 20:19:37 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:34718 --> b.bdstatic.com:443 using GLOBAL"
2024-01-24 20:19:37 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:34728 --> passport.baidu.com:443 using GLOBAL"
2024-01-24 20:19:37 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:34756 --> nsclick.baidu.com:443 using GLOBAL"
2024-01-24 20:19:37 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:34764 --> nsclick.baidu.com:443 using GLOBAL"
2024-01-24 20:19:37 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:34770 --> nsclick.baidu.com:443 using GLOBAL"
2024-01-24 20:19:40 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:34702 --> wappass.baidu.com:443 using GLOBAL"
2024-01-24 20:19:44 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:51860 --> wappass.baidu.com:443 using GLOBAL"
2024-01-24 20:19:48 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:51872 --> hm.baidu.com:443 using GLOBAL"
2024-01-24 20:19:48 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:51904 --> wappass.baidu.com:443 using GLOBAL"
2024-01-24 20:19:48 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:51888 --> wappass.baidu.com:443 using GLOBAL"
2024-01-24 20:19:48 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:51874 --> wappass.baidu.com:443 using GLOBAL"
2024-01-24 20:19:48 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:51924 --> wappass.baidu.com:443 using GLOBAL"
2024-01-24 20:19:48 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:51920 --> wappass.baidu.com:443 using GLOBAL"
2024-01-24 20:19:48 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:51940 --> 140.82.113.26:443 using GLOBAL"
2024-01-24 20:20:12 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:54878 --> darkreader.org:443 using GLOBAL"
2024-01-24 20:20:12 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:54890 --> darkreader.org:443 using GLOBAL"
2024-01-24 20:20:13 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:45452 --> pss.bdstatic.com:443 using GLOBAL"
2024-01-24 20:20:13 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:45478 --> accounts.google.com:443 using GLOBAL"
2024-01-24 20:20:13 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:45488 --> ogs.google.com:443 using GLOBAL"
2024-01-24 20:20:18 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:45496 --> safebrowsing.googleapis.com:443 using GLOBAL"
2024-01-24 20:20:19 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:45500 --> ocsp.pki.goog:80 using GLOBAL"
2024-01-24 20:20:20 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:45530 --> www.yoojia.com:443 using GLOBAL"
2024-01-24 20:20:20 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:45508 --> developer.apollo.auto:443 using GLOBAL"
2024-01-24 20:20:20 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:45514 --> baike.baidu.hk:443 using GLOBAL"
2024-01-24 20:20:20 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:45554 --> safebrowsing.googleapis.com:443 using GLOBAL"
2024-01-24 20:20:20 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:45544 --> user.hao123.com:443 using GLOBAL"
2024-01-24 20:20:21 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:45558 --> ocsp.digicert.cn:80 using GLOBAL"
2024-01-24 20:20:21 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:45566 --> nsclick.baidu.com:443 using GLOBAL"
2024-01-24 20:20:21 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:45572 --> nsclick.baidu.com:443 using GLOBAL"
2024-01-24 20:20:21 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:45580 --> nsclick.baidu.com:443 using GLOBAL"
2024-01-24 20:20:21 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:45590 --> safebrowsing.googleapis.com:443 using GLOBAL"
2024-01-24 20:20:21 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:45602 --> www.baidu.com:443 using GLOBAL"
2024-01-24 20:20:23 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:48380 --> pss.bdstatic.com:443 using GLOBAL"
2024-01-24 20:20:23 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:48364 --> www.baidu.com:443 using GLOBAL"
2024-01-24 20:20:23 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:48390 --> www.baidu.com:443 using GLOBAL"
2024-01-24 20:20:23 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:48398 --> www.baidu.com:443 using GLOBAL"
2024-01-24 20:20:23 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:48394 --> www.baidu.com:443 using GLOBAL"
2024-01-24 20:20:23 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:48414 --> www.baidu.com:443 using GLOBAL"
2024-01-24 20:20:23 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:48430 --> www.baidu.com:443 using GLOBAL"
2024-01-24 20:20:23 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:48434 --> pss.bdstatic.com:443 using GLOBAL"
2024-01-24 20:20:23 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:48450 --> b.bdstatic.com:443 using GLOBAL"
2024-01-24 20:20:23 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:48444 --> b.bdstatic.com:443 using GLOBAL"
2024-01-24 20:20:23 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:48452 --> b.bdstatic.com:443 using GLOBAL"
2024-01-24 20:20:24 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:48460 --> psstatic.cdn.bcebos.com:443 using GLOBAL"
2024-01-24 20:20:24 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:48474 --> www.baidu.com:443 using GLOBAL"
2024-01-24 20:20:25 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:48490 --> dss0.bdstatic.com:443 using GLOBAL"
2024-01-24 20:20:25 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:48506 --> dss0.bdstatic.com:443 using GLOBAL"
2024-01-24 20:20:25 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:48514 --> dss0.bdstatic.com:443 using GLOBAL"
2024-01-24 20:20:25 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:48516 --> dss0.bdstatic.com:443 using GLOBAL"
2024-01-24 20:20:25 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:48530 --> dss0.bdstatic.com:443 using GLOBAL"
2024-01-24 20:20:25 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:48540 --> dss0.bdstatic.com:443 using GLOBAL"
2024-01-24 20:20:25 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:48552 --> dss1.bdstatic.com:443 using GLOBAL"
2024-01-24 20:20:25 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:48550 --> dss2.bdstatic.com:443 using GLOBAL"
2024-01-24 20:20:25 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:48558 --> himg.bdimg.com:443 using GLOBAL"
2024-01-24 20:20:25 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:48586 --> www.baidu.com:443 using GLOBAL"
2024-01-24 20:20:25 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:48574 --> www.baidu.com:443 using GLOBAL"
2024-01-24 20:20:25 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:48566 --> www.baidu.com:443 using GLOBAL"
2024-01-24 20:20:25 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:48600 --> pss.bdstatic.com:443 using GLOBAL"
2024-01-24 20:20:25 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:48604 --> fclog.baidu.com:443 using GLOBAL"
2024-01-24 20:20:25 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:48610 --> fclog.baidu.com:443 using GLOBAL"
2024-01-24 20:20:25 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:48626 --> hm.baidu.com:443 using GLOBAL"
2024-01-24 20:20:26 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:48642 --> gimg3.baidu.com:443 using GLOBAL"
2024-01-24 20:20:26 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:48590 --> www.baidu.com:443 using GLOBAL"
2024-01-24 20:20:26 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:48668 --> gimg3.baidu.com:443 using GLOBAL"
2024-01-24 20:20:26 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:48646 --> gimg3.baidu.com:443 using GLOBAL"
2024-01-24 20:20:26 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:48666 --> gimg3.baidu.com:443 using GLOBAL"
2024-01-24 20:20:26 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:48664 --> gimg3.baidu.com:443 using GLOBAL"
2024-01-24 20:20:26 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:48658 --> gimg3.baidu.com:443 using GLOBAL"
2024-01-24 20:20:26 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:48682 --> hectorstatic.baidu.com:443 using GLOBAL"
2024-01-24 20:20:30 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:48698 --> sync-1-us-west1-g.sync.services.mozilla.com:443 using GLOBAL"
2024-01-24 20:20:34 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:35108 --> ss0.baidu.com:443 using GLOBAL"
2024-01-24 20:20:34 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:35118 --> ss1.baidu.com:443 using GLOBAL"
2024-01-24 20:20:34 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:35132 --> ss3.baidu.com:443 using GLOBAL"
2024-01-24 20:20:34 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:35120 --> ss2.baidu.com:443 using GLOBAL"
2024-01-24 20:20:39 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:35174 --> t8.baidu.com:443 using GLOBAL"
2024-01-24 20:20:40 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:35192 --> t8.baidu.com:443 using GLOBAL"
2024-01-24 20:20:40 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:35202 --> t13.baidu.com:443 using GLOBAL"
2024-01-24 20:20:40 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:35226 --> t14.baidu.com:443 using GLOBAL"
2024-01-24 20:20:40 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:35234 --> t15.baidu.com:443 using GLOBAL"
2024-01-24 20:20:40 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:35196 --> t8.baidu.com:443 using GLOBAL"
2024-01-24 20:20:41 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:35248 --> img0.baidu.com:443 using GLOBAL"
2024-01-24 20:20:41 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:35240 --> img0.baidu.com:443 using GLOBAL"
2024-01-24 20:20:41 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:35276 --> img0.baidu.com:443 using GLOBAL"
2024-01-24 20:20:41 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:35310 --> img0.baidu.com:443 using GLOBAL"
2024-01-24 20:20:41 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:35264 --> img2.baidu.com:443 using GLOBAL"
2024-01-24 20:20:41 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:35290 --> img1.baidu.com:443 using GLOBAL"
2024-01-24 20:20:41 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:35304 --> img1.baidu.com:443 using GLOBAL"
2024-01-24 20:20:41 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:35316 --> ms.bdimg.com:443 using GLOBAL"
2024-01-24 20:20:41 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:35324 --> ms.bdimg.com:443 using GLOBAL"
2024-01-24 20:20:41 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:35332 --> ms.bdimg.com:443 using GLOBAL"
2024-01-24 20:20:41 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:35322 --> ms.bdimg.com:443 using GLOBAL"
2024-01-24 20:20:41 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:35328 --> ms.bdimg.com:443 using GLOBAL"
