2024-01-27 22:54:33 ERROR - failed to create the pid file
2024-01-27 22:54:33 INFO - [clash]: level=info msg="Start initial compatible provider 故障转移"
2024-01-27 22:54:33 INFO - [clash]: level=info msg="Start initial compatible provider 自动选择(已剔除IPLC)"
2024-01-27 23:38:10 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:47206 --> storage.googleapis.com:443 using GLOBAL"
2024-01-27 23:38:10 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:47208 --> storage.googleapis.com:443 using GLOBAL"
2024-01-27 23:38:10 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:47212 --> storage.googleapis.com:443 using GLOBAL"
2024-01-27 23:38:10 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:47220 --> storage.googleapis.com:443 using GLOBAL"
2024-01-27 23:38:10 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:47230 --> storage.googleapis.com:443 using GLOBAL"
2024-01-27 23:38:10 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:47244 --> pub.dartlang.org:443 using GLOBAL"
2024-01-27 23:38:11 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:47246 --> pub.dartlang.org:443 using GLOBAL"
2024-01-27 23:38:11 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:47262 --> pub.dartlang.org:443 using GLOBAL"
2024-01-27 23:38:11 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:47272 --> pub.dartlang.org:443 using GLOBAL"
2024-01-27 23:38:11 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:47286 --> pub.dartlang.org:443 using GLOBAL"
2024-01-27 23:38:11 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:47300 --> storage.googleapis.com:443 using GLOBAL"
2024-01-27 23:38:11 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:47310 --> storage.googleapis.com:443 using GLOBAL"
2024-01-27 23:38:11 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:47314 --> storage.googleapis.com:443 using GLOBAL"
2024-01-27 23:38:11 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:47330 --> storage.googleapis.com:443 using GLOBAL"
2024-01-27 23:38:11 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:47344 --> storage.googleapis.com:443 using GLOBAL"
2024-01-27 23:38:13 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:60674 --> index.crates.io:443 using GLOBAL"
2024-01-27 23:38:15 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:60690 --> crates.io:443 using GLOBAL"
2024-01-27 23:38:16 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:60696 --> static.crates.io:443 using GLOBAL"
2024-01-27 23:38:45 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:59644 --> 169.254.169.254:80 using GLOBAL"
2024-01-27 23:39:51 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:39962 --> pub.dev:443 using GLOBAL"
2024-01-27 23:39:51 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:40050 --> pub.dev:443 using GLOBAL"
2024-01-27 23:39:51 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:40016 --> pub.dev:443 using GLOBAL"
2024-01-27 23:39:51 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:40002 --> pub.dev:443 using GLOBAL"
2024-01-27 23:39:51 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:39976 --> pub.dev:443 using GLOBAL"
2024-01-27 23:39:51 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:40048 --> pub.dev:443 using GLOBAL"
2024-01-27 23:39:51 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:40022 --> pub.dev:443 using GLOBAL"
2024-01-27 23:39:51 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:40030 --> pub.dev:443 using GLOBAL"
2024-01-27 23:39:51 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:40034 --> pub.dev:443 using GLOBAL"
2024-01-27 23:39:51 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:39986 --> pub.dev:443 using GLOBAL"
2024-01-27 23:39:51 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:40042 --> pub.dev:443 using GLOBAL"
2024-01-27 23:39:52 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:40056 --> pub.dev:443 using GLOBAL"
2024-01-27 23:39:52 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:40058 --> pub.dev:443 using GLOBAL"
2024-01-27 23:39:52 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:40074 --> pub.dev:443 using GLOBAL"
2024-01-27 23:39:52 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:40086 --> pub.dev:443 using GLOBAL"
2024-01-27 23:39:52 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:40088 --> pub.dev:443 using GLOBAL"
2024-01-27 23:39:52 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:40100 --> pub.dev:443 using GLOBAL"
2024-01-27 23:39:52 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:40108 --> pub.dev:443 using GLOBAL"
2024-01-27 23:39:52 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:40116 --> pub.dev:443 using GLOBAL"
2024-01-27 23:39:52 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:40122 --> pub.dev:443 using GLOBAL"
2024-01-27 23:39:52 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:40124 --> pub.dev:443 using GLOBAL"
2024-01-27 23:39:53 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:40126 --> pub.dev:443 using GLOBAL"
2024-01-27 23:39:53 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:40138 --> pub.dev:443 using GLOBAL"
2024-01-27 23:39:53 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:40152 --> pub.dev:443 using GLOBAL"
2024-01-27 23:39:53 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:40158 --> pub.dev:443 using GLOBAL"
2024-01-27 23:39:53 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:40162 --> pub.dev:443 using GLOBAL"
2024-01-27 23:39:53 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:40164 --> pub.dev:443 using GLOBAL"
2024-01-27 23:39:53 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:40180 --> pub.dev:443 using GLOBAL"
2024-01-27 23:39:53 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:40194 --> pub.dev:443 using GLOBAL"
2024-01-27 23:39:53 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:40196 --> pub.dev:443 using GLOBAL"
2024-01-27 23:39:53 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:40206 --> pub.dev:443 using GLOBAL"
2024-01-27 23:39:53 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:56634 --> pub.dev:443 using GLOBAL"
2024-01-27 23:39:53 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:56642 --> pub.dev:443 using GLOBAL"
2024-01-27 23:39:54 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:56654 --> pub.dev:443 using GLOBAL"
2024-01-27 23:39:54 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:56668 --> pub.dev:443 using GLOBAL"
2024-01-27 23:39:54 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:56684 --> pub.dev:443 using GLOBAL"
2024-01-27 23:39:54 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:56688 --> pub.dev:443 using GLOBAL"
2024-01-27 23:39:54 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:56696 --> pub.dev:443 using GLOBAL"
2024-01-27 23:39:54 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:56702 --> pub.dev:443 using GLOBAL"
2024-01-27 23:39:54 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:56706 --> pub.dev:443 using GLOBAL"
2024-01-27 23:39:54 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:56712 --> pub.dev:443 using GLOBAL"
2024-01-27 23:39:54 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:56720 --> pub.dev:443 using GLOBAL"
2024-01-27 23:39:54 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:56728 --> pub.dev:443 using GLOBAL"
2024-01-27 23:39:54 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:56736 --> pub.dev:443 using GLOBAL"
2024-01-27 23:39:54 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:56742 --> pub.dev:443 using GLOBAL"
2024-01-27 23:39:54 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:56750 --> pub.dev:443 using GLOBAL"
2024-01-27 23:39:55 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:56754 --> pub.dev:443 using GLOBAL"
2024-01-27 23:39:55 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:56770 --> pub.dev:443 using GLOBAL"
2024-01-27 23:39:55 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:56772 --> pub.dev:443 using GLOBAL"
2024-01-27 23:39:55 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:56778 --> pub.dev:443 using GLOBAL"
2024-01-27 23:39:55 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:56786 --> pub.dev:443 using GLOBAL"
2024-01-27 23:39:56 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:56796 --> pub.dev:443 using GLOBAL"
2024-01-27 23:39:57 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:56810 --> pub.dev:443 using GLOBAL"
2024-01-27 23:39:57 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:56820 --> pub.dev:443 using GLOBAL"
2024-01-27 23:39:57 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:56836 --> pub.dev:443 using GLOBAL"
2024-01-27 23:39:58 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:56842 --> pub.dev:443 using GLOBAL"
2024-01-27 23:39:59 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:56846 --> pub.dev:443 using GLOBAL"
2024-01-27 23:39:59 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:56858 --> pub.dev:443 using GLOBAL"
2024-01-27 23:40:00 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:56870 --> pub.dev:443 using GLOBAL"
2024-01-27 23:40:01 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:56896 --> pub.dev:443 using GLOBAL"
2024-01-27 23:40:01 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:56912 --> pub.dev:443 using GLOBAL"
2024-01-27 23:40:01 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:56874 --> pub.dev:443 using GLOBAL"
2024-01-27 23:40:01 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:56886 --> pub.dev:443 using GLOBAL"
2024-01-27 23:40:01 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:56926 --> pub.dev:443 using GLOBAL"
2024-01-27 23:40:01 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:56928 --> pub.dev:443 using GLOBAL"
2024-01-27 23:40:02 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:56938 --> pub.dev:443 using GLOBAL"
2024-01-27 23:40:03 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:56940 --> pub.dev:443 using GLOBAL"
2024-01-27 23:40:03 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:39390 --> pub.dev:443 using GLOBAL"
2024-01-27 23:40:04 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:39396 --> pub.dev:443 using GLOBAL"
2024-01-27 23:40:05 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:39410 --> pub.dev:443 using GLOBAL"
2024-01-27 23:40:05 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:39416 --> pub.dev:443 using GLOBAL"
2024-01-27 23:40:05 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:39430 --> pub.dev:443 using GLOBAL"
2024-01-27 23:40:06 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:39448 --> pub.dev:443 using GLOBAL"
2024-01-27 23:40:06 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:39436 --> pub.dev:443 using GLOBAL"
2024-01-27 23:40:07 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:39464 --> pub.dev:443 using GLOBAL"
2024-01-27 23:40:08 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:39476 --> pub.dev:443 using GLOBAL"
2024-01-27 23:40:09 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:39492 --> pub.dev:443 using GLOBAL"
2024-01-27 23:40:09 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:39500 --> pub.dev:443 using GLOBAL"
2024-01-27 23:40:10 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:39508 --> pub.dev:443 using GLOBAL"
2024-01-27 23:40:11 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:39524 --> pub.dev:443 using GLOBAL"
2024-01-27 23:40:11 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:39528 --> pub.dev:443 using GLOBAL"
2024-01-27 23:40:12 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:39544 --> pub.dev:443 using GLOBAL"
2024-01-27 23:40:13 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:39550 --> pub.dev:443 using GLOBAL"
2024-01-27 23:40:14 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:41798 --> pub.dev:443 using GLOBAL"
2024-01-27 23:40:15 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:41810 --> pub.dev:443 using GLOBAL"
2024-01-27 23:40:15 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:41836 --> pub.dev:443 using GLOBAL"
2024-01-27 23:40:15 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:41822 --> pub.dev:443 using GLOBAL"
2024-01-27 23:40:16 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:41848 --> pub.dev:443 using GLOBAL"
2024-01-27 23:40:17 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:41864 --> pub.dev:443 using GLOBAL"
2024-01-27 23:40:18 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:41890 --> pub.dev:443 using GLOBAL"
2024-01-27 23:40:18 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:41892 --> pub.dev:443 using GLOBAL"
2024-01-27 23:40:18 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:41904 --> pub.dev:443 using GLOBAL"
2024-01-27 23:40:18 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:41926 --> pub.dev:443 using GLOBAL"
2024-01-27 23:40:18 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:41914 --> pub.dev:443 using GLOBAL"
2024-01-27 23:40:18 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:41876 --> pub.dev:443 using GLOBAL"
2024-01-27 23:40:18 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:41918 --> pub.dev:443 using GLOBAL"
2024-01-27 23:40:18 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:41940 --> pub.dev:443 using GLOBAL"
2024-01-27 23:40:18 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:41960 --> pub.dev:443 using GLOBAL"
2024-01-27 23:40:18 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:41952 --> pub.dev:443 using GLOBAL"
2024-01-27 23:40:19 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:41972 --> pub.dev:443 using GLOBAL"
2024-01-27 23:40:19 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:41968 --> pub.dev:443 using GLOBAL"
2024-01-27 23:40:19 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:41974 --> pub.dev:443 using GLOBAL"
2024-01-27 23:40:19 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:41984 --> pub.dev:443 using GLOBAL"
2024-01-27 23:40:19 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:42002 --> pub.dev:443 using GLOBAL"
2024-01-27 23:40:19 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:41992 --> pub.dev:443 using GLOBAL"
2024-01-27 23:40:19 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:42010 --> pub.dev:443 using GLOBAL"
2024-01-27 23:40:19 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:42022 --> pub.dev:443 using GLOBAL"
2024-01-27 23:40:19 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:42030 --> pub.dev:443 using GLOBAL"
2024-01-27 23:40:19 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:42032 --> pub.dev:443 using GLOBAL"
